Cre01.g000050	AT4G35590
g11170	*
g11171	*
g11179	*
g11180	AT4G14700
g11181	*
g11185	*
g11188	AT5G54500
g1119	*
g1119	*
g11190	AT5G54500
g11194	*
g11198	*
g11199	*
g11199	*
g1120	*
g11200	*
g11201	*
g1121	*
g1121	*
g11216	AT1G35220
g11217	*
g11217	*
g11218	*
g11218	*
g11219	*
g11220	*
g11221	*
g11227	AT4G14870
g11229	AT3G12520
g1123	*
g11239	AT3G02630
g11243	AT4G19800
g11243	AT4G19800
g11250	*
g11252	AT4G12400
g11253	*
g11256	*
g1126	AT2G27210
g11263	*
g11264	AT1G07070
g11277	AT5G18900
g11278	*
g11280	AT3G14110
g11286	*
g11288	AT3G06410
g11289	*
g11290	AT2G04660
g11297	AT1G08650
g11309	*
g11309	*
g11310	*
g11313	*
g11316	*
g11316	*
g1132	*
g11321	AT5G30510
g11321	AT5G30510
g11322	*
g11326	*
g11329	*
g11336	*
g1134	AT4G29140
g11343	*
g11344	AT1G62980
g11348	AT2G21300
g11359	AT3G21220
g11365	AT5G62140
g11367	*
g11367	*
g11368	*
g11368	*
g11369	*
g11373	*
g11379	AT3G42860
g1138	AT3G25040
g11388	*
g1139	AT1G75060
g11394	*
g11396	*
g11399	*
g11402	*
g11403	*
g11406	*
g11409	*
g11412	*
g11414	*
g11416	*
g1142	*
g11422	AT5G05250
g11430	AT4G33950
g11431	AT3G12210
g11434	*
g11435	AT1G55750
g11436	*
g11439	AT5G56760
g11443	*
g11450	*
g11451	AT4G20520
g11454	*
g11455	*
g11456	*
g11457	AT2G28860
g11458	AT4G03560
g11458	AT4G03560
g11458	AT4G03560
g11459	*
g1146	AT1G04790
g11460	*
g11461	*
g11462	*
g11462	*
g11462	*
g11463	*
g11464	*
g11465	*
g11466	AT1G51660
g11467	*
g11468	AT3G57620
g11469	AT1G14430
g1147	*
g11470	AT3G57620
g11470	AT3G57620
g11471	*
g11472	*
g11473	*
g11474	AT5G16440
g11475	*
g11476	AT1G65580
g11477	AT5G26710
g11478	*
g11479	*
g11480	*
g11481	AT2G22480
g11482	AT2G45030
g11483	*
g11484	AT5G02620
g11485	*
g11486	AT2G22480
g11487	*
g11488	AT1G15740
g11489	AT5G10200
g11489	AT5G10200
g11490	*
g11491	*
g11492	AT1G22180
g11493	AT5G52210
g11494	*
g11495	*
g11496	AT4G05320
g11497	AT5G04510
g11498	AT4G09650
g11499	*
g115	AT3G59440
g11500	*
g11501	*
g11501	*
g11502	AT1G61520
g11503	AT4G37880
g11503	AT4G37880
g11503	AT2G22690
g11504	AT5G15450
g11504	AT5G15450
g11505	AT1G69230
g11505	AT1G69230
g11505	AT1G69230
g11506	AT3G30260
g11507	AT2G19730
g11509	*
g11510	*
g11511	AT4G36620
g11511	AT4G36620
g11512	*
g11513	*
g11514	AT2G40860
g11515	AT2G40860
g11515	AT2G40860
g11516	AT2G40860
g11517	*
g11518	AT2G40860
g11519	AT2G40860
g11520	*
g11521	AT1G30480
g11522	AT2G01170
g11523	AT4G34150
g11524	AT4G34150
g11525	AT4G34150
g11526	*
g11527	AT3G30842
g11528	*
g11529	AT4G34150
g11530	AT4G34150
g11531	*
g11532	*
g11533	*
g11534	*
g11535	*
g11536	*
g11537	*
g11537	*
g11539	AT1G70320
g11540	AT5G46070
g11541	*
g11542	AT1G23360
g11543	*
g11544	*
g11545	AT1G21240
g11546	*
g11547	AT3G25530
g11548	*
g11549	*
g11550	*
g11552	*
g11552	*
g11553	AT1G60710
g11554	*
g11554	*
g11555	*
g11556	AT1G04700
g11557	AT1G05160
g11558	*
g11559	*
g11559	*
g11560	AT1G08980
g11560	AT1G08980
g11560	AT1G08980
g11561	AT5G42320
g11561	AT5G42320
g11562	*
g11563	AT4G36390
g11564	AT1G26970
g11565	*
g11566	AT1G26970
g11567	*
g11568	AT5G61240
g11569	AT2G46900
g11570	*
g11572	AT3G57440
g11573	AT5G61240
g11574	*
g11575	AT1G74310
g11576	AT4G26430
g11577	AT5G01710
g11578	AT4G26430
g11579	AT5G25752
g11580	AT2G31890
g11581	*
g11582	*
g11583	*
g11584	AT4G18465
g11584	AT4G18465
g11584	AT4G18465
g11585	AT1G53530
g11586	*
g11587	*
g11588	*
g11589	AT3G21350
g11590	AT3G57630
g11591	*
g11592	*
g11593	AT2G10940
g11594	*
g11594	*
g11595	AT1G49490
g11596	AT3G61280
g11597	*
g11597	*
g11598	AT4G34700
g11599	AT1G10510
g11600	AT2G45830
g11600	AT2G45830
g11601	*
g11602	AT4G33730
g11603	*
g11604	*
g11605	AT2G28840
g11606	*
g11607	AT3G59520
g11607	AT3G59520
g11608	AT5G35750
g11609	AT3G47980
g11610	AT5G11350
g11611	AT4G32160
g11612	AT4G24380
g11613	*
g11614	*
g11615	*
g11616	*
g11616	*
g11617	*
g11618	AT2G27150
g11618	AT2G27150
g11619	AT4G03280
g1162	*
g11620	AT3G09270
g11621	*
g11622	AT1G54520
g11623	AT1G54520
g11623	AT1G54520
g11625	*
g11625	*
g11626	*
g11627	*
g11627	*
g11628	*
g11628	*
g11628	*
g11628	*
g11629	*
g11630	AT1G12360
g11631	*
g11632	ATMG00090
g11633	*
g11634	*
g11635	AT4G39080
g11636	AT5G61070
g11637	AT5G47030
g11638	*
g11638	*
g11639	*
g11640	*
g11640	*
g11641	AT1G21650
g11641	AT1G21650
g11641	AT1G21650
g11642	AT5G05180
g11643	*
g11644	*
g11644	*
g11645	*
g11646	*
g11647	AT5G12040
g11648	AT5G06410
g11649	*
g1165	*
g11650	AT3G63260
g11650	AT3G63260
g11651	*
g11652	AT1G05205
g11653	AT5G46290
g11653	AT5G46290
g11654	*
g11655	*
g11656	AT5G07630
g11657	*
g11658	*
g11659	*
g11660	*
g11660	*
g11660	*
g11661	*
g11662	*
g11663	*
g11664	*
g11665	*
g11666	*
g11667	AT5G66030
g11668	AT4G33905
g11669	*
g11670	AT4G34360
g11671	*
g11672	*
g11673	AT5G11620
g11674	*
g11675	AT5G06680
g11676	AT5G16270
g11677	*
g11678	*
g11679	*
g1168	AT5G64960
g11680	AT5G63110
g11681	AT4G26240
g11682	*
g11683	AT1G76340
g11684	AT2G34460
g11685	*
g11686	*
g11686	*
g11688	AT2G45690
g11689	AT2G15290
g11690	*
g11690	*
g11691	*
g11692	*
g11693	*
g11694	*
g11695	*
g11696	*
g11697	AT3G03100
g11698	AT3G20810
g11699	*
g11700	AT1G56190
g11701	*
g11702	AT5G25380
g11703	AT5G65860
g11704	AT1G77740
g11705	*
g11706	*
g11707	*
g11708	AT3G53900
g11709	AT1G05590
g11710	*
g11711	AT5G60790
g11712	*
g11713	*
g11714	AT5G20140
g11715	AT5G61060
g11716	*
g11717	*
g11718	*
g11719	*
g11719	*
g11720	*
g11721	*
g11722	*
g11723	*
g11724	*
g11725	AT1G10130
g11728	*
g1173	*
g11732	*
g11733	*
g11733	*
g11737	AT3G05510
g11737	AT3G05510
g1174	AT5G40610
g11742	*
g11743	*
g11743	*
g11750	*
g11751	*
g11752	*
g11752	*
g11753	*
g11754	*
g11755	*
g11755	*
g11756	*
g11757	*
g11758	*
g11759	AT4G29830
g11760	*
g11761	AT4G00755
g11762	AT1G54520
g11768	AT1G04620
g1177	*
g11775	*
g11775	*
g11778	*
g11779	*
g11785	*
g11788	AT4G37900
g11788	AT4G37900
g11789	AT4G37900
g11793	AT2G22720
g11803	*
g11813	*
g11815	*
g11816	*
g11822	AT5G42400
g11824	*
g11830	*
g11831	AT1G68750
g11832	*
g11833	AT3G49000
g11849	AT5G20470
g11850	AT1G75290
g11851	AT3G62140
g11855	AT3G63260
g11858	AT5G13630
g11863	AT5G61780
g11867	*
g11868	AT5G50450
g11868	AT5G50450
g11870	AT1G64550
g11871	AT4G11380
g11871	AT4G11380
g11872	AT1G09010
g11873	*
g11874	AT5G42970
g11876	*
g11881	*
g11882	*
g11889	AT4G02400
g11892	*
g11893	*
g11896	*
g11896	*
g11899	AT1G05120
g119	*
g11900	AT5G49960
g11902	*
g11905	*
g11906	AT2G47600
g1191	AT5G49570
g11920	*
g11921	AT3G11510
g11923	AT5G55110
g11926	*
g11927	AT2G10940
g11928	*
g11929	*
g11930	*
g11932	*
g11932	*
g11935	AT4G00590
g11937	AT1G19360
g11942	*
g11943	*
g11944	AT1G12580
g11945	AT4G12240
g11946	AT5G20080
g11946	AT5G20080
g11949	AT5G53050
g11953	*
g11956	AT4G26900
g11960	AT5G55100
g11963	*
g11965	AT3G26990
g11967	AT3G04710
g11973	*
g11978	AT3G46960
g11978	AT3G46960
g11983	*
g11985	*
g11986	AT4G14780
g11990	*
g11992	*
g11992	*
g11994	*
g11998	*
g12001	*
g12006	AT5G44785
g12006	AT5G44785
g12007	AT4G20010
g12011	*
g12012	*
g12015	AT5G02450
g12017	AT3G45190
g1202	*
g1202	*
g12024	*
g12031	AT5G43860
g12033	*
g12033	*
g12041	*
g12042	*
g12044	*
g12048	*
g12052	AT4G33950
g12053	*
g12054	*
g12057	AT5G66010
g12057	AT5G66010
g12064	*
g12065	AT5G07810
g12069	*
g12074	*
g12074	*
g12086	*
g12094	AT1G02310
g12099	*
g12101	*
g12106	AT3G16260
g12109	*
g12110	*
g12111	*
g12112	*
g12113	*
g12114	AT3G26570
g12115	*
g12115	*
g12124	*
g12125	*
g12125	*
g12135	*
g12141	AT5G13120
g12142	*
g12143	AT3G26570
g12144	*
g12145	*
g12146	*
g12147	*
g12148	*
g12149	*
g12151	*
g12151	*
g12152	*
g12152	*
g12153	AT3G26570
g12160	*
g12162	*
g12165	*
g12174	*
g12182	AT5G27680
g12189	*
g1219	*
g1220	*
g12203	*
g12208	*
g12209	AT5G22770
g12210	*
g12212	*
g12219	*
g12224	*
g12235	*
g12237	*
g1224	AT5G36880
g12241	*
g12248	*
g12249	*
g1225	AT5G27290
g12255	*
g12257	*
g12258	*
g1226	AT5G08290
g12264	*
g12265	*
g1227	AT1G17720
g12271	*
g12274	AT2G26890
g1228	AT2G39445
g12283	*
g1229	AT3G50360
g12290	*
g12291	AT5G16750
g12293	*
g12294	AT3G05590
g12297	*
g1230	AT1G58200
g12304	*
g12309	*
g1231	*
g12311	*
g12319	*
g1232	*
g1233	*
g12333	AT3G09180
g12334	*
g12335	*
g1234	*
g12340	AT3G10090
g12345	*
g1235	AT5G16290
g1236	AT4G04740
g1236	AT4G04740
g12363	*
g1237	*
g12371	AT3G55330
g12373	AT2G18170
g12376	*
g1238	AT1G01630
g12381	*
g12383	AT5G41410
g12386	AT4G24560
g12389	*
g1239	AT4G02405
g124	*
g1240	*
g12401	*
g12403	AT3G58760
g12403	AT3G58760
g12404	AT1G24706
g12405	AT2G22360
g12407	*
g12408	*
g12409	*
g12409	*
g1241	*
g12410	AT5G12040
g12411	AT5G06410
g12415	*
g12427	*
g12428	*
g12429	*
g12430	*
g12436	AT3G61480
g12439	AT4G40030
g1244	AT3G44050
g1245	*
g1246	AT4G34020
g1247	*
g1247	*
g12473	AT1G51060
g1248	*
g12483	*
g12486	AT3G20970
g1249	*
g1250	*
g1251	*
g1252	AT2G40190
g12523	AT3G05940
g12529	*
g1253	AT1G72660
g1254	*
g12540	*
g12542	*
g12545	*
g1255	*
g1256	*
g12566	AT1G76090
g1257	*
g12570	*
g12571	*
g1258	AT4G19670
g12580	*
g12582	*
g12587	*
g12588	*
g12588	*
g1259	AT5G04740
g12594	*
g12597	*
g12598	*
g12599	*
g12599	*
g1260	AT5G59140
g12601	*
g12601	*
g12602	*
g12607	AT1G48830
g1261	AT5G47120
g1262	AT1G07790
g12625	*
g12625	AT2G02340
g12629	*
g1263	*
g12633	AT1G09510
g12635	AT1G09510
g12639	AT5G23060
g1264	AT5G03500
g1265	AT1G31660
g12657	*
g1266	AT1G21710
g12660	*
g12665	*
g12666	*
g1267	AT3G14010
g1267	AT3G14010
g1268	AT3G46920
g12685	AT2G32970
g1269	AT3G46920
g12694	*
g12695	AT2G46830
g1270	*
g1271	*
g12713	*
g12714	AT5G63860
g12714	AT5G63860
g12716	*
g1272	AT5G56130
g12720	*
g1273	AT3G20870
g12738	AT4G11970
g1274	AT3G02730
g12745	*
g12745	*
g12746	AT5G03730
g1276	AT2G05070
g12771	*
g12772	*
g12773	*
g12774	*
g12775	AT4G01800
g1278	*
g12784	*
g12785	*
g1279	*
g12791	AT5G57360
g12796	*
g12799	AT4G29060
g12799	AT4G29060
g128	*
g1280	AT2G31400
g12802	*
g12807	*
g1281	AT2G17250
g12817	AT1G27900
g12818	AT5G35970
g1282	AT3G10770
g12824	AT3G01720
g1283	AT1G10865
g1284	AT2G31170
g12842	*
g1285	*
g12852	*
g12854	*
g12857	*
g1286	*
g12869	AT4G10040
g1287	AT3G13940
g12871	*
g12879	AT3G02830
g1288	AT1G76580
g12880	*
g12883	AT5G23290
g12886	*
g12888	*
g12888	*
g12889	*
g12889	*
g1289	*
g12896	*
g12897	AT4G18260
g12898	*
g12899	AT4G18260
g129	*
g1290	AT5G36880
g12906	AT5G44740
g12916	AT5G09230
g12919	*
g1292	*
g12920	*
g12920	*
g12920	*
g12927	AT1G56110
g12938	*
g12939	*
g1294	*
g12940	*
g12941	*
g12942	*
g12943	AT1G53165
g12944	*
g12945	*
g12946	*
g12947	*
g12948	AT1G53165
g12949	*
g12950	*
g12951	*
g12952	*
g12953	AT1G53165
g12954	*
g12955	*
g12955	*
g12956	*
g12957	*
g12958	*
g12959	*
g12962	*
g12963	*
g12963	*
g12964	*
g12965	*
g12966	*
g12967	AT4G04740
g12968	*
g12969	*
g12970	AT4G34910
g12971	*
g12972	*
g12973	*
g12974	AT1G53165
g12975	*
g12982	AT5G60580
g12986	AT5G60740
g12996	AT2G41020
g13020	AT2G37190
g13024	*
g13034	*
g13036	AT1G53140
g13036	AT1G53140
g13036	AT1G53140
g1304	AT2G33340
g13042	*
g13043	*
g13043	*
g13044	AT1G10510
g1305	AT2G40490
g13061	AT5G16570
g13061	AT5G16570
g13065	*
g13065	*
g13066	*
g13070	AT4G13510
g13072	AT4G31300
g13076	*
g1308	*
g13089	AT5G37500
g13093	AT4G04340
g13099	AT4G03560
g13107	AT4G36050
g13110	*
g13110	*
g13117	*
g13118	AT1G04860
g1312	AT5G66030
g13120	AT1G74310
g13122	*
g13131	*
g13147	*
g13148	AT3G27080
g1315	AT2G17820
g13154	*
g13156	*
g13157	*
g13158	*
g13160	*
g13170	*
g13171	*
g13178	AT1G01320
g13179	AT2G18020
g13188	*
g13192	*
g13192	*
g13197	*
g13198	*
g13200	*
g13203	AT1G80480
g13210	*
g13213	*
g13213	*
g13219	AT2G35040
g13220	*
g13221	AT1G12640
g13222	AT5G44800
g1323	*
g13235	AT3G48750
g13237	*
g13247	*
g1325	*
g13253	*
g13257	*
g13258	*
g13259	*
g13260	*
g13261	*
g13262	*
g13262	*
g13263	*
g13265	*
g13266	*
g13268	*
g13272	*
g13272	*
g13273	*
g13273	*
g13275	*
g13276	AT4G20520
g13276	*
g13277	AT4G20520
g13281	*
g13285	*
g13291	*
g13294	AT1G48540
g13296	AT1G27440
g1330	*
g13312	AT3G44200
g13313	AT3G07810
g13313	AT3G07810
g13325	*
g13325	*
g13327	*
g13329	*
g13332	*
g13333	*
g13334	AT3G44830
g13341	*
g13344	*
g13346	*
g13347	*
g13347	*
g1335	*
g1336	*
g13362	*
g13364	AT1G16270
g13365	AT5G05570
g13382	AT4G03280
g13384	AT4G05520
g13385	AT3G03610
g13391	AT5G54260
g13392	*
g13393	*
g13393	*
g13393	*
g13394	*
g13395	AT4G11410
g13396	*
g134	*
g1340	*
g13400	AT2G24270
g1341	*
g1341	*
g1341	AT1G49030
g1341	*
g13425	AT2G23310
g1343	AT4G30480
g1343	AT4G30480
g13430	*
g13432	AT4G30870
g1344	AT4G21710
g13444	*
g13444	*
g13444	*
g1346	AT2G38000
g13460	*
g13461	AT5G38900
g13462	AT1G26760
g13464	*
g13467	AT4G22200
g13468	*
g13468	*
g13471	*
g13474	AT3G13300
g13476	*
g13479	*
g1348	AT3G04810
g1348	AT3G04810
g13482	AT3G11540
g1349	AT5G35525
g13500	*
g13501	*
g13501	*
g13501	*
g13505	*
g13508	AT5G12370
g1351	*
g13510	*
g13516	*
g13518	*
g13522	*
g13526	*
g13529	AT5G44750
g13534	*
g13535	*
g13536	*
g13537	*
g13537	*
g13538	*
g13538	*
g13542	AT5G14720
g13542	AT5G14720
g13546	AT1G65470
g1355	*
g13566	AT1G60900
g13566	AT1G60900
g13566	AT1G60900
g13566	AT4G36690
g13567	AT3G57030
g13572	*
g13574	*
g13575	*
g13575	*
g13576	*
g13579	AT4G38260
g13586	AT5G47790
g1359	AT4G33950
g13601	AT1G05320
g13601	AT1G05320
g13606	*
g13616	AT5G23340
g1362	*
g13621	AT4G24270
g13630	AT3G49100
g13633	AT3G44050
g13637	*
g13641	*
g13643	*
g13645	*
g13647	AT2G30580
g13648	*
g13652	*
g13661	*
g13665	*
g13667	AT5G56510
g1367	AT4G33090
g13675	AT5G46030
g13676	*
g13676	*
g13681	*
g13682	AT5G46030
g13683	*
g13684	*
g13685	AT5G13120
g13686	AT5G13120
g13687	*
g13688	AT1G49760
g13690	*
g13693	*
g137	*
g13702	AT5G43940
g13702	AT5G43940
g13706	AT5G47430
g13712	AT4G14716
g13716	AT1G23890
g13716	AT1G23890
g13719	AT1G05200
g13719	AT1G05200
g1372	*
g13732	AT4G18460
g13733	*
g13734	AT2G03390
g13741	*
g13750	*
g13751	*
g13751	*
g13758	*
g13762	*
g13764	AT2G26740
g1377	*
g13773	*
g13774	*
g13776	AT2G35790
g13778	*
g13778	*
g13779	*
g13783	AT4G10710
g13784	*
g13785	AT2G14050
g13786	AT1G73920
g13786	AT1G73920
g13787	AT1G24610
g13788	AT3G61080
g13789	*
g13790	*
g13791	*
g13792	AT3G01850
g13793	AT1G04790
g13793	AT1G04790
g13793	AT1G04790
g13794	AT3G17970
g13795	AT3G01800
g13796	*
g13797	*
g13798	AT1G63420
g13799	*
g13799	*
g138	*
g138	*
g13800	*
g13801	*
g13801	*
g13802	AT4G26180
g13803	*
g13804	*
g13805	*
g13805	*
g13806	AT4G20760
g13807	AT1G16010
g13808	AT2G46820
g13809	*
g13810	*
g13811	*
g13812	*
g13813	*
g13814	AT5G52800
g13815	*
g13816	AT1G78915
g13817	AT1G73710
g13818	AT5G43430
g13819	*
g13820	AT3G44190
g13821	AT5G22140
g13822	*
g13823	*
g13824	*
g13824	*
g13825	*
g13826	*
g13839	*
g13842	AT2G31660
g13843	AT1G19970
g13844	*
g13845	*
g13861	*
g1387	*
g13871	AT5G56580
g13871	AT5G56580
g13874	*
g13876	*
g13884	AT3G48190
g13886	*
g13887	*
g13890	*
g13890	*
g13896	*
g13896	*
g13897	AT1G71090
g13902	*
g13907	AT1G71810
g13908	*
g13909	*
g13910	*
g13911	*
g13911	*
g13911	*
g13912	*
g13913	AT1G36280
g13914	*
g13915	*
g13917	*
g13918	*
g13922	*
g13924	AT5G10630
g13935	AT3G28460
g13937	*
g13940	*
g13943	*
g13944	AT4G11030
g13947	*
g13950	*
g13950	*
g13951	*
g13954	*
g13957	AT1G18160
g13961	*
g13963	*
g13966	AT3G44200
g13968	*
g1398	*
g13981	*
g13982	AT2G35610
g13989	*
g13989	*
g13990	AT3G55730
g13992	AT1G09870
g13992	AT1G09870
g13995	AT5G23080
g140	*
g14003	*
g14004	*
g14009	*
g14013	*
g14016	*
g14019	*
g14023	AT2G28740
g14023	AT2G28740
g14030	AT5G64940
g14038	*
g14042	*
g14050	*
g14051	AT2G24940
g14054	*
g14056	*
g14063	*
g14064	*
g14065	*
g14074	*
g14076	*
g14076	*
g14077	*
g1408	AT3G47780
g14085	AT1G31690
g14085	AT1G31690
g14087	*
g14088	AT5G10540
g14089	AT5G03415
g1409	*
g14097	AT5G18380
g14123	*
g14127	*
g14128	AT5G09680
g14129	AT4G22120
g14136	*
g1414	*
g1414	*
g14140	AT1G16590
g14143	*
g1415	*
g1415	*
g14151	*
g14156	*
g1416	*
g14165	*
g14166	*
g14168	AT3G61390
g14169	AT1G18160
g14171	*
g14172	*
g14173	*
g14173	*
g14174	AT3G22840
g14180	*
g14184	*
g14185	AT1G14430
g14187	*
g14189	AT3G10370
g14190	AT1G26670
g14192	*
g14198	AT3G60370
g14199	*
g142	AT1G06110
g14201	AT3G27180
g14202	*
g14203	*
g14208	AT3G27180
g14211	AT4G04350
g14212	AT1G79350
g14216	*
g1422	*
g14224	AT5G55000
g14224	AT5G55000
g14226	*
g14229	AT3G08720
g14232	*
g14238	*
g14238	*
g14239	AT1G11720
g14240	AT1G11720
g14243	AT1G67490
g14244	*
g14246	AT1G36050
g14246	AT1G36050
g14247	AT5G40200
g14249	*
g14250	*
g14251	AT5G53540
g14253	AT4G27720
g14255	AT5G55820
g14259	AT4G15840
g14260	AT3G58600
g14267	ATCG00810
g14270	*
g14271	AT1G63420
g14272	*
g14272	*
g14280	AT4G24820
g14290	*
g14297	AT1G62660
g14297	*
g14297	*
g14298	*
g14300	AT5G20070
g14303	*
g14304	*
g14305	*
g14307	*
g14307	*
g1431	*
g14313	*
g1432	*
g14321	*
g14322	*
g1433	AT1G08700
g14332	*
g14333	*
g14334	*
g14335	*
g14336	*
g14337	*
g1434	AT3G08960
g14346	AT5G65700
g14346	AT5G65700
g14348	*
g1435	*
g14353	AT1G22800
g14359	*
g14359	*
g1436	AT5G24850
g14360	*
g14361	*
g14362	AT4G32760
g14365	*
g14367	AT4G31780
g14368	AT1G45145
g14369	AT2G29100
g1437	AT3G47060
g14374	AT2G25740
g14375	AT1G05500
g1438	*
g14381	AT3G16170
g14382	AT1G56500
g1439	*
g14390	*
g14395	*
g14396	AT5G62600
g14396	AT5G62600
g14399	*
g1440	*
g14409	*
g14410	*
g14413	AT4G14210
g14414	*
g14415	AT1G11720
g14419	AT4G38760
g14420	*
g14420	*
g14420	*
g14423	*
g14428	AT2G31890
g14433	*
g14435	*
g14436	*
g14438	AT3G03800
g14439	AT1G12430
g1444	*
g14440	*
g14455	*
g14460	*
g14463	*
g14469	*
g14470	*
g14471	*
g14471	*
g14472	*
g14474	*
g14475	*
g14483	*
g14483	*
g14483	*
g14483	*
g14484	*
g1449	*
g14490	AT3G05870
g14494	AT1G04700
g14495	*
g14499	*
g14520	AT3G49640
g14528	*
g14529	*
g14530	*
g14531	*
g14532	*
g14535	*
g14536	*
g14541	*
g14541	*
g14542	*
g14544	AT1G63420
g14545	AT4G28720
g14554	*
g14558	*
g14565	AT2G39250
g14566	*
g14569	*
g14575	AT1G03445
g14576	AT4G28620
g14580	AT5G49470
g14582	*
g14583	*
g14584	AT5G22320
g14586	AT3G51800
g14586	AT3G51800
g14591	*
g14592	*
g14592	*
g14592	*
g14593	AT5G03730
g14594	AT5G48120
g14597	*
g14599	*
g1460	AT2G10940
g14600	*
g14601	*
g14602	*
g14602	*
g14602	*
g14603	*
g14606	*
g14618	AT1G06560
g14620	*
g14621	AT4G00800
g14626	*
g14632	*
g14634	*
g14635	*
g14644	*
g14653	AT1G60900
g14659	*
g14659	*
g14660	AT4G13750
g14663	*
g14664	*
g14668	AT5G10790
g14672	*
g14678	*
g14680	*
g14681	*
g14682	*
g14683	AT4G08790
g14684	AT3G13882
g14687	AT4G16640
g14698	*
g14702	*
g14716	*
g14716	*
g14717	AT2G04740
g14718	*
g14719	*
g14720	AT5G19330
g14721	*
g14722	AT5G25800
g14724	AT1G71140
g14730	*
g14731	*
g14739	*
g14739	*
g14739	*
g14740	AT5G44000
g14744	AT5G16750
g14747	*
g1475	AT5G42020
g14753	*
g14754	*
g14756	*
g14758	*
g14758	*
g14759	*
g14762	*
g14763	*
g14770	*
g14772	*
g14773	*
g14782	*
g14784	*
g14785	*
g14786	AT5G42020
g14787	*
g14793	AT3G47730
g14794	AT1G50020
g14796	*
g14798	AT2G31650
g148	AT1G62750
g14800	*
g14811	*
g14815	AT1G25350
g14822	*
g14822	*
g14823	AT5G06430
g14824	*
g14829	AT1G45201
g14831	*
g14837	AT5G49960
g14838	*
g14844	*
g14847	*
g14849	*
g1485	*
g14852	*
g14860	*
g14864	*
g14865	*
g14866	*
g14870	*
g14873	*
g14885	*
g1489	*
g14894	*
g149	*
g14901	AT2G07680
g14901	AT2G07680
g14902	*
g14903	AT3G48340
g14904	*
g14905	*
g14909	*
g14912	AT3G12810
g14914	*
g14920	AT5G66760
g14921	AT2G23070
g14923	*
g14924	AT2G29960
g14925	AT4G28070
g14929	AT2G27020
g14930	AT3G17590
g14942	*
g14946	*
g14947	*
g14949	*
g1495	AT3G28720
g14957	*
g14958	*
g14973	AT5G51410
g14978	*
g14978	*
g14978	*
g14981	*
g14986	*
g14990	*
g14990	*
g14991	*
g14992	*
g14994	*
g14999	AT4G20520
g15008	AT3G17430
g15014	*
g15016	*
g15020	*
g15025	*
g15026	AT1G56700
g15026	*
g15028	*
g15030	AT4G37980
g15034	*
g15035	*
g15036	AT2G40860
g15037	AT2G17700
g15037	AT2G17700
g15040	*
g15040	*
g15041	AT1G76080
g15045	*
g15060	AT1G07470
g15061	AT2G38152
g15065	AT1G53750
g15066	AT3G63410
g15067	AT5G60070
g15068	AT5G19680
g15068	AT5G19680
g15069	*
g15070	AT5G53170
g15073	AT3G23710
g15074	AT1G55250
g15081	AT3G28480
g1509	AT2G33740
g15090	*
g15091	AT4G24560
g15092	AT4G04670
g15093	*
g15094	AT1G60950
g15100	*
g15101	*
g15102	*
g15104	AT4G21250
g15107	*
g15109	*
g15110	*
g15111	*
g15112	*
g15113	*
g15114	*
g15115	AT1G48520
g15117	*
g15120	*
g15127	*
g15127	*
g15130	AT5G16300
g15134	AT5G58950
g15139	*
g1514	*
g15140	*
g15141	*
g15143	AT3G13330
g15144	AT3G02600
g15149	AT2G35610
g15151	AT2G47390
g15155	*
g15160	*
g15166	AT5G25880
g15168	*
g15169	*
g15170	AT4G13510
g15171	AT5G44070
g15174	AT3G49010
g15175	*
g15177	*
g15179	AT3G01370
g15181	*
g15185	AT3G27925
g15188	*
g15189	AT5G53890
g15190	*
g15191	*
g15192	*
g15193	*
g15194	*
g15195	*
g15196	*
g15197	AT1G12230
g15198	AT4G20930
g15199	AT1G80480
g15201	AT2G43710
g15202	AT1G24340
g15202	AT1G24340
g15203	AT5G17290
g15203	AT5G17290
g15209	*
g1521	AT2G06520
g15210	*
g15211	*
g15212	*
g1522	AT1G11870
g15225	*
g15232	*
g15234	AT5G41020
g15240	*
g15243	*
g15247	AT4G11640
g15248	AT3G44620
g15249	AT5G09900
g15250	AT5G27620
g15251	AT4G20350
g15252	*
g15253	*
g15254	*
g15255	*
g15256	*
g15257	*
g15258	AT3G57630
g15266	*
g15268	AT4G25600
g15269	*
g15273	AT1G73930
g15274	AT5G42890
g15275	*
g15276	*
g15277	AT4G03430
g15284	*
g1529	*
g15292	*
g15292	*
g15293	*
g15294	*
g15295	*
g15296	*
g15297	*
g15298	*
g153	*
g15304	AT1G27880
g15309	*
g15310	*
g15311	*
g15312	*
g15312	*
g15313	*
g15315	*
g15316	*
g15322	AT3G06930
g15322	AT3G06930
g15323	*
g15326	*
g15331	*
g15333	AT3G08840
g15335	*
g15335	*
g15336	AT1G29340
g15338	AT2G33040
g1534	AT1G70610
g1534	AT1G70610
g15340	*
g15342	*
g15346	*
g15346	*
g15347	*
g15351	AT4G04860
g15354	*
g15357	*
g15359	AT2G02930
g15361	AT5G47970
g15364	*
g15366	*
g15368	*
g15369	*
g15370	*
g15371	*
g15373	*
g15375	*
g15376	AT2G10940
g15376	AT2G10940
g15377	AT2G10940
g15379	*
g15379	*
g15380	AT4G39850
g15380	AT4G39850
g15381	AT1G26760
g15384	*
g15386	*
g1539	AT1G30580
g15390	*
g15391	AT2G03820
g15392	AT2G03820
g15392	AT2G03820
g15393	*
g15395	*
